Team A,Team B,FG% Diff,RPG Diff,Win-Loss Ratio Diff,PPG Diff
Boston Celtics,Philadelphia 76ers,0.008243902439024231,5.524390243902438,0.45121951219512196,6.658536585365866
Boston Celtics,Phoenix Suns,-0.015585365853658606,2.829268292682933,0.3048780487804878,2.646341463414643
Boston Celtics,Portland Trail Blazers,0.011439024390243802,0.5487804878048834,0.3048780487804878,5.378048780487816
Boston Celtics,Sacramento Kings,-0.015939024390244083,1.121951219512198,0.25609756097560976,0.5365853658536821
Boston Celtics,San Antonio Spurs,-0.0030000000000001137,1.646341463414636,0.32926829268292684,2.3414634146341626
Boston Celtics,Toronto Raptors,0.003426829268292686,0.19512195121951237,0.3780487804878049,5.402439024390262
Boston Celtics,Utah Jazz,0.006975609756097512,-0.09756097560975263,0.5365853658536586,4.378048780487816
Boston Celtics,Washington Wizards,0.02401219512195113,1.621951219512198,0.524390243902439,8.268292682926841
Brooklyn Nets,Charlotte Hornets,0.00726829268292678,-3.8902439024390247,0.08536585365853658,0.01219512195120842
Brooklyn Nets,Chicago Bulls,-0.032365853658536725,-4.548780487804869,-0.15853658536585363,-12.69512195121952
Brooklyn Nets,Cleveland Cavaliers,-0.05323170731707322,-4.09756097560976,-0.4634146341463415,-16.829268292682926
Brooklyn Nets,Dallas Mavericks,-0.04159756097560979,-1.7439024390243958,-0.15853658536585363,-9.08536585365853
Brooklyn Nets,Denver Nuggets,-0.06907317073170749,-4.439024390243901,-0.2926829268292683,-15.646341463414629
Brooklyn Nets,Detroit Pistons,-0.0389146341463415,-3.4512195121951237,-0.21951219512195125,-10.390243902439025
Brooklyn Nets,Golden State Warriors,-0.013365853658536597,-4.0731707317073145,-0.26829268292682923,-8.682926829268311
Brooklyn Nets,Houston Rockets,-0.016902439024390314,-7.158536585365852,-0.3170731707317073,-9.182926829268311
Brooklyn Nets,Indiana Pacers,-0.05019512195121961,-0.5243902439024382,-0.2926829268292683,-12.256097560975604
Brooklyn Nets,Los Angeles Clippers,-0.04487804878048779,-2.4878048780487845,-0.2926829268292683,-7.768292682926827
Brooklyn Nets,Los Angeles Lakers,-0.0414512195121951,-1.121951219512198,-0.2926829268292683,-8.28048780487805
Brooklyn Nets,Memphis Grizzlies,-0.041524390243902476,-5.951219512195124,-0.26829268292682923,-16.59756097560974
Brooklyn Nets,Miami Heat,-0.02765853658536599,-2.085365853658544,-0.13414634146341464,-5.487804878048792
Brooklyn Nets,Milwaukee Bucks,-0.050390243902439125,-2.060975609756099,-0.26829268292682923,-10.402439024390247
Brooklyn Nets,Minnesota Timberwolves,-0.031695121951219596,-3.0121951219512226,-0.28048780487804875,-9.182926829268311
Brooklyn Nets,New Orleans Pelicans,-0.014243902439024403,-2.3048780487804876,0.06097560975609756,-4.7195121951219505
Brooklyn Nets,New York Knicks,-0.04845121951219511,-1.3414634146341555,-0.3048780487804878,-10.67073170731706
Brooklyn Nets,Oklahoma City Thunder,-0.043853658536585294,-3.475609756097562,-0.5121951219512195,-15.390243902439025
Brooklyn Nets,Orlando Magic,-0.007609756097560982,-0.5365853658536608,-0.18292682926829268,-0.31707317073170316
Brooklyn Nets,Philadelphia 76ers,-0.01665853658536598,1.5121951219512155,0.024390243902439046,-4.5
Brooklyn Nets,Phoenix Suns,-0.040487804878048816,-1.1829268292682897,-0.12195121951219512,-8.512195121951223
Brooklyn Nets,Portland Trail Blazers,-0.013463414634146409,-3.463414634146339,-0.12195121951219512,-5.7804878048780495
Brooklyn Nets,Sacramento Kings,-0.040841463414634294,-2.8902439024390247,-0.17073170731707316,-10.621951219512184
Brooklyn Nets,San Antonio Spurs,-0.027902439024390324,-2.3658536585365866,-0.09756097560975607,-8.817073170731703
Brooklyn Nets,Toronto Raptors,-0.021475609756097525,-3.8170731707317103,-0.04878048780487804,-5.756097560975604
Brooklyn Nets,Utah Jazz,-0.0179268292682927,-4.109756097560975,0.10975609756097562,-6.7804878048780495
Brooklyn Nets,Washington Wizards,-0.0008902439024390807,-2.3902439024390247,0.0975609756097561,-2.8902439024390247
Charlotte Hornets,Chicago Bulls,-0.039634146341463505,-0.6585365853658445,-0.2439024390243902,-12.707317073170728
Charlotte Hornets,Cleveland Cavaliers,-0.0605,-0.207317073170735,-0.5487804878048781,-16.841463414634134
Charlotte Hornets,Dallas Mavericks,-0.04886585365853657,2.146341463414629,-0.2439024390243902,-9.097560975609738
Charlotte Hornets,Denver Nuggets,-0.07634146341463427,-0.5487804878048763,-0.3780487804878049,-15.658536585365837
Charlotte Hornets,Detroit Pistons,-0.04618292682926828,0.43902439024390105,-0.30487804878048785,-10.402439024390233
Charlotte Hornets,Golden State Warriors,-0.020634146341463377,-0.18292682926828974,-0.35365853658536583,-8.69512195121952
Charlotte Hornets,Houston Rockets,-0.024170731707317095,-3.268292682926827,-0.4024390243902439,-9.19512195121952
Charlotte Hornets,Indiana Pacers,-0.05746341463414639,3.3658536585365866,-0.3780487804878049,-12.268292682926813
Charlotte Hornets,Los Angeles Clippers,-0.05214634146341457,1.4024390243902403,-0.3780487804878049,-7.780487804878035
Charlotte Hornets,Los Angeles Lakers,-0.04871951219512188,2.768292682926827,-0.3780487804878049,-8.292682926829258
Charlotte Hornets,Memphis Grizzlies,-0.048792682926829256,-2.060975609756099,-0.35365853658536583,-16.609756097560947
Charlotte Hornets,Miami Heat,-0.03492682926829277,1.8048780487804805,-0.21951219512195122,-5.5
Charlotte Hornets,Milwaukee Bucks,-0.057658536585365905,1.8292682926829258,-0.35365853658536583,-10.414634146341456
Charlotte Hornets,Minnesota Timberwolves,-0.038963414634146376,0.8780487804878021,-0.36585365853658536,-9.19512195121952
Charlotte Hornets,New Orleans Pelicans,-0.021512195121951183,1.585365853658537,-0.02439024390243902,-4.731707317073159
Charlotte Hornets,New York Knicks,-0.05571951219512189,2.548780487804869,-0.3902439024390244,-10.682926829268268
Charlotte Hornets,Oklahoma City Thunder,-0.051121951219512074,0.4146341463414629,-0.5975609756097561,-15.402439024390233
Charlotte Hornets,Orlando Magic,-0.014878048780487763,3.353658536585364,-0.2682926829268293,-0.3292682926829116
Charlotte Hornets,Philadelphia 76ers,-0.02392682926829276,5.40243902439024,-0.06097560975609753,-4.512195121951208
Charlotte Hornets,Phoenix Suns,-0.0477560975609756,2.707317073170735,-0.2073170731707317,-8.524390243902431
Charlotte Hornets,Portland Trail Blazers,-0.02073170731707319,0.4268292682926855,-0.2073170731707317,-5.792682926829258
Charlotte Hornets,Sacramento Kings,-0.048109756097561074,1.0,-0.25609756097560976,-10.634146341463392
Charlotte Hornets,San Antonio Spurs,-0.035170731707317104,1.5243902439024382,-0.18292682926829265,-8.829268292682912
Charlotte Hornets,Toronto Raptors,-0.028743902439024305,0.07317073170731447,-0.13414634146341461,-5.768292682926813
Charlotte Hornets,Utah Jazz,-0.02519512195121948,-0.21951219512195053,0.024390243902439046,-6.792682926829258
Charlotte Hornets,Washington Wizards,-0.008158536585365861,1.5,0.012195121951219523,-2.902439024390233
Chicago Bulls,Cleveland Cavaliers,-0.020865853658536493,0.4512195121951095,-0.30487804878048785,-4.134146341463406
Chicago Bulls,Dallas Mavericks,-0.009231707317073068,2.8048780487804734,0.0,3.6097560975609895
Chicago Bulls,Denver Nuggets,-0.036707317073170764,0.10975609756096816,-0.13414634146341464,-2.9512195121951095
Chicago Bulls,Detroit Pistons,-0.006548780487804773,1.0975609756097455,-0.060975609756097615,2.3048780487804947
Chicago Bulls,Golden State Warriors,0.019000000000000128,0.47560975609755474,-0.1097560975609756,4.012195121951208
Chicago Bulls,Houston Rockets,0.01546341463414641,-2.6097560975609824,-0.1585365853658537,3.5121951219512084
Chicago Bulls,Indiana Pacers,-0.017829268292682887,4.024390243902431,-0.13414634146341464,0.43902439024391526
Chicago Bulls,Los Angeles Clippers,-0.012512195121951064,2.0609756097560847,-0.13414634146341464,4.926829268292693
Chicago Bulls,Los Angeles Lakers,-0.009085365853658378,3.4268292682926713,-0.13414634146341464,4.41463414634147
Chicago Bulls,Memphis Grizzlies,-0.00915853658536575,-1.4024390243902545,-0.1097560975609756,-3.902439024390219
Chicago Bulls,Miami Heat,0.004707317073170736,2.463414634146325,0.02439024390243899,7.207317073170728
Chicago Bulls,Milwaukee Bucks,-0.0180243902439024,2.4878048780487703,-0.1097560975609756,2.292682926829272
Chicago Bulls,Minnesota Timberwolves,0.0006707317073171293,1.5365853658536466,-0.12195121951219512,3.5121951219512084
Chicago Bulls,New Orleans Pelicans,0.018121951219512322,2.2439024390243816,0.2195121951219512,7.975609756097569
Chicago Bulls,New York Knicks,-0.016085365853658384,3.2073170731707137,-0.14634146341463417,2.0243902439024595
Chicago Bulls,Oklahoma City Thunder,-0.011487804878048569,1.0731707317073074,-0.35365853658536583,-2.6951219512195053
Chicago Bulls,Orlando Magic,0.024756097560975743,4.012195121951208,-0.024390243902439046,12.378048780487816
Chicago Bulls,Philadelphia 76ers,0.015707317073170746,6.060975609756085,0.18292682926829268,8.19512195121952
Chicago Bulls,Phoenix Suns,-0.008121951219512091,3.3658536585365795,0.036585365853658514,4.182926829268297
Chicago Bulls,Portland Trail Blazers,0.018902439024390316,1.08536585365853,0.036585365853658514,6.91463414634147
Chicago Bulls,Sacramento Kings,-0.008475609756097569,1.6585365853658445,-0.012195121951219523,2.073170731707336
Chicago Bulls,San Antonio Spurs,0.004463414634146401,2.1829268292682826,0.06097560975609756,3.8780487804878163
Chicago Bulls,Toronto Raptors,0.0108902439024392,0.731707317073159,0.1097560975609756,6.939024390243915
Chicago Bulls,Utah Jazz,0.014439024390244026,0.43902439024389395,0.2682926829268293,5.91463414634147
Chicago Bulls,Washington Wizards,0.031475609756097644,2.1585365853658445,0.25609756097560976,9.804878048780495
Cleveland Cavaliers,Dallas Mavericks,0.011634146341463425,2.353658536585364,0.30487804878048785,7.743902439024396
Cleveland Cavaliers,Denver Nuggets,-0.01584146341463427,-0.3414634146341413,0.1707317073170732,1.1829268292682968
Cleveland Cavaliers,Detroit Pistons,0.01431707317073172,0.646341463414636,0.24390243902439024,6.439024390243901
Cleveland Cavaliers,Golden State Warriors,0.03986585365853662,0.024390243902445263,0.19512195121951226,8.146341463414615
Cleveland Cavaliers,Houston Rockets,0.036329268292682904,-3.060975609756092,0.14634146341463417,7.646341463414615
Cleveland Cavaliers,Indiana Pacers,0.0030365853658536057,3.5731707317073216,0.1707317073170732,4.573170731707322
Cleveland Cavaliers,Los Angeles Clippers,0.008353658536585429,1.6097560975609753,0.1707317073170732,9.060975609756099
Cleveland Cavaliers,Los Angeles Lakers,0.011780487804878115,2.975609756097562,0.1707317073170732,8.548780487804876
Cleveland Cavaliers,Memphis Grizzlies,0.011707317073170742,-1.853658536585364,0.19512195121951226,0.23170731707318737
Cleveland Cavaliers,Miami Heat,0.02557317073170723,2.0121951219512155,0.32926829268292684,11.341463414634134
Cleveland Cavaliers,Milwaukee Bucks,0.0028414634146340934,2.036585365853661,0.19512195121951226,6.426829268292678
Cleveland Cavaliers,Minnesota Timberwolves,0.021536585365853622,1.085365853658537,0.18292682926829273,7.646341463414615
Cleveland Cavaliers,New Orleans Pelicans,0.038987804878048815,1.792682926829272,0.524390243902439,12.109756097560975
Cleveland Cavaliers,New York Knicks,0.0047804878048781085,2.756097560975604,0.1585365853658537,6.158536585365866
Cleveland Cavaliers,Oklahoma City Thunder,0.009378048780487924,0.6219512195121979,-0.04878048780487798,1.439024390243901
Cleveland Cavaliers,Orlando Magic,0.045621951219512236,3.560975609756099,0.2804878048780488,16.512195121951223
Cleveland Cavaliers,Philadelphia 76ers,0.03657317073170724,5.609756097560975,0.48780487804878053,12.329268292682926
Cleveland Cavaliers,Phoenix Suns,0.012743902439024402,2.91463414634147,0.34146341463414637,8.317073170731703
Cleveland Cavaliers,Portland Trail Blazers,0.03976829268292681,0.6341463414634205,0.34146341463414637,11.048780487804876
Cleveland Cavaliers,Sacramento Kings,0.012390243902438924,1.207317073170735,0.29268292682926833,6.207317073170742
Cleveland Cavaliers,San Antonio Spurs,0.025329268292682894,1.7317073170731732,0.3658536585365854,8.012195121951223
Cleveland Cavaliers,Toronto Raptors,0.031756097560975693,0.2804878048780495,0.41463414634146345,11.073170731707322
Cleveland Cavaliers,Utah Jazz,0.03530487804878052,-0.012195121951215526,0.5731707317073171,10.048780487804876
Cleveland Cavaliers,Washington Wizards,0.05234146341463414,1.707317073170735,0.5609756097560976,13.939024390243901
Dallas Mavericks,Denver Nuggets,-0.027475609756097696,-2.6951219512195053,-0.13414634146341464,-6.560975609756099
Dallas Mavericks,Detroit Pistons,0.002682926829268295,-1.707317073170728,-0.060975609756097615,-1.3048780487804947
Dallas Mavericks,Golden State Warriors,0.028231707317073196,-2.3292682926829187,-0.1097560975609756,0.40243902439021895
Dallas Mavericks,Houston Rockets,0.02469512195121948,-5.414634146341456,-0.1585365853658537,-0.09756097560978105
Dallas Mavericks,Indiana Pacers,-0.00859756097560982,1.2195121951219576,-0.13414634146341464,-3.170731707317074
Dallas Mavericks,Los Angeles Clippers,-0.003280487804877996,-0.7439024390243887,-0.13414634146341464,1.3170731707317032
Dallas Mavericks,Los Angeles Lakers,0.0001463414634146898,0.6219512195121979,-0.13414634146341464,0.8048780487804805
Dallas Mavericks,Memphis Grizzlies,7.317073170731714e-05,-4.207317073170728,-0.1097560975609756,-7.512195121951208
Dallas Mavericks,Miami Heat,0.013939024390243804,-0.3414634146341484,0.02439024390243899,3.5975609756097384
Dallas Mavericks,Milwaukee Bucks,-0.008792682926829332,-0.31707317073170316,-0.1097560975609756,-1.3170731707317174
Dallas Mavericks,Minnesota Timberwolves,0.009902439024390197,-1.2682926829268268,-0.12195121951219512,-0.09756097560978105
Dallas Mavericks,New Orleans Pelicans,0.02735365853658539,-0.5609756097560918,0.2195121951219512,4.3658536585365795
Dallas Mavericks,New York Knicks,-0.006853658536585316,0.40243902439024026,-0.14634146341463417,-1.58536585365853
Dallas Mavericks,Oklahoma City Thunder,-0.0022560975609755007,-1.731707317073166,-0.35365853658536583,-6.304878048780495
Dallas Mavericks,Orlando Magic,0.03398780487804881,1.207317073170735,-0.024390243902439046,8.768292682926827
Dallas Mavericks,Philadelphia 76ers,0.024939024390243814,3.2560975609756113,0.18292682926829268,4.58536585365853
Dallas Mavericks,Phoenix Suns,0.0011097560975609766,0.560975609756106,0.036585365853658514,0.5731707317073074
Dallas Mavericks,Portland Trail Blazers,0.028134146341463384,-1.7195121951219434,0.036585365853658514,3.3048780487804805
Dallas Mavericks,Sacramento Kings,0.0007560975609754994,-1.146341463414629,-0.012195121951219523,-1.5365853658536537
Dallas Mavericks,San Antonio Spurs,0.013695121951219469,-0.6219512195121908,0.06097560975609756,0.26829268292682684
Dallas Mavericks,Toronto Raptors,0.02012195121951227,-2.0731707317073145,0.1097560975609756,3.329268292682926
Dallas Mavericks,Utah Jazz,0.023670731707317094,-2.3658536585365795,0.2682926829268293,2.3048780487804805
Dallas Mavericks,Washington Wizards,0.04070731707317071,-0.646341463414629,0.25609756097560976,6.195121951219505
Denver Nuggets,Detroit Pistons,0.03015853658536599,0.9878048780487774,0.07317073170731703,5.256097560975604
Denver Nuggets,Golden State Warriors,0.05570731707317089,0.3658536585365866,0.024390243902439046,6.963414634146318
Denver Nuggets,Houston Rockets,0.052170731707317175,-2.7195121951219505,-0.024390243902439046,6.463414634146318
Denver Nuggets,Indiana Pacers,0.018878048780487877,3.914634146341463,0.0,3.3902439024390247
Denver Nuggets,Los Angeles Clippers,0.0241951219512197,1.9512195121951166,0.0,7.878048780487802
Denver Nuggets,Los Angeles Lakers,0.027621951219512386,3.317073170731703,0.0,7.3658536585365795
Denver Nuggets,Memphis Grizzlies,0.027548780487805014,-1.5121951219512226,0.024390243902439046,-0.9512195121951095
Denver Nuggets,Miami Heat,0.0414146341463415,2.353658536585357,0.15853658536585363,10.158536585365837
Denver Nuggets,Milwaukee Bucks,0.018682926829268365,2.378048780487802,0.024390243902439046,5.243902439024382
Denver Nuggets,Minnesota Timberwolves,0.037378048780487894,1.4268292682926784,0.012195121951219523,6.463414634146318
Denver Nuggets,New Orleans Pelicans,0.05482926829268309,2.1341463414634134,0.35365853658536583,10.926829268292678
Denver Nuggets,New York Knicks,0.02062195121951238,3.0975609756097455,-0.012195121951219523,4.975609756097569
Denver Nuggets,Oklahoma City Thunder,0.025219512195122196,0.9634146341463392,-0.2195121951219512,0.2560975609756042
Denver Nuggets,Orlando Magic,0.06146341463414651,3.9024390243902403,0.1097560975609756,15.329268292682926
Denver Nuggets,Philadelphia 76ers,0.05241463414634151,5.951219512195117,0.3170731707317073,11.146341463414629
Denver Nuggets,Phoenix Suns,0.028585365853658673,3.2560975609756113,0.17073170731707316,7.134146341463406
Denver Nuggets,Portland Trail Blazers,0.05560975609756108,0.9756097560975618,0.17073170731707316,9.86585365853658
Denver Nuggets,Sacramento Kings,0.028231707317073196,1.5487804878048763,0.12195121951219512,5.024390243902445
Denver Nuggets,San Antonio Spurs,0.041170731707317165,2.0731707317073145,0.1951219512195122,6.829268292682926
Denver Nuggets,Toronto Raptors,0.047597560975609965,0.6219512195121908,0.24390243902439024,9.890243902439025
Denver Nuggets,Utah Jazz,0.05114634146341479,0.3292682926829258,0.4024390243902439,8.86585365853658
Denver Nuggets,Washington Wizards,0.06818292682926841,2.0487804878048763,0.3902439024390244,12.756097560975604
Detroit Pistons,Golden State Warriors,0.0255487804878049,-0.6219512195121908,-0.04878048780487798,1.7073170731707137
Detroit Pistons,Houston Rockets,0.022012195121951184,-3.707317073170728,-0.09756097560975607,1.2073170731707137
Detroit Pistons,Indiana Pacers,-0.011280487804878114,2.9268292682926855,-0.07317073170731703,-1.8658536585365795
Detroit Pistons,Los Angeles Clippers,-0.005963414634146291,0.9634146341463392,-0.07317073170731703,2.621951219512198
Detroit Pistons,Los Angeles Lakers,-0.0025365853658536053,2.329268292682926,-0.07317073170731703,2.1097560975609753
Detroit Pistons,Memphis Grizzlies,-0.002609756097560978,-2.5,-0.04878048780487798,-6.207317073170714
Detroit Pistons,Miami Heat,0.011256097560975509,1.3658536585365795,0.0853658536585366,4.902439024390233
Detroit Pistons,Milwaukee Bucks,-0.011475609756097627,1.3902439024390247,-0.04878048780487798,-0.012195121951222632
Detroit Pistons,Minnesota Timberwolves,0.007219512195121902,0.43902439024390105,-0.060975609756097504,1.2073170731707137
Detroit Pistons,New Orleans Pelicans,0.024670731707317095,1.146341463414636,0.2804878048780488,5.670731707317074
Detroit Pistons,New York Knicks,-0.009536585365853611,2.109756097560968,-0.08536585365853655,-0.28048780487803526
Detroit Pistons,Oklahoma City Thunder,-0.004939024390243796,-0.024390243902438158,-0.2926829268292682,-5.0
Detroit Pistons,Orlando Magic,0.031304878048780516,2.914634146341463,0.03658536585365857,10.073170731707322
Detroit Pistons,Philadelphia 76ers,0.02225609756097552,4.963414634146339,0.2439024390243903,5.890243902439025
Detroit Pistons,Phoenix Suns,-0.0015731707317073185,2.268292682926834,0.09756097560975613,1.878048780487802
Detroit Pistons,Portland Trail Blazers,0.02545121951219509,-0.012195121951215526,0.09756097560975613,4.609756097560975
Detroit Pistons,Sacramento Kings,-0.0019268292682927957,0.560975609756099,0.04878048780487809,-0.23170731707315895
Detroit Pistons,San Antonio Spurs,0.011012195121951174,1.085365853658537,0.12195121951219517,1.5731707317073216
Detroit Pistons,Toronto Raptors,0.017439024390243973,-0.3658536585365866,0.1707317073170732,4.6341463414634205
Detroit Pistons,Utah Jazz,0.0209878048780488,-0.6585365853658516,0.3292682926829269,3.6097560975609753
Detroit Pistons,Washington Wizards,0.03802439024390242,1.060975609756099,0.3170731707317074,7.5
Golden State Warriors,Houston Rockets,-0.003536585365853717,-3.085365853658537,-0.04878048780487809,-0.5
Golden State Warriors,Indiana Pacers,-0.036829268292683015,3.5487804878048763,-0.024390243902439046,-3.573170731707293
Golden State Warriors,Los Angeles Clippers,-0.03151219512195119,1.58536585365853,-0.024390243902439046,0.9146341463414842
Golden State Warriors,Los Angeles Lakers,-0.028085365853658506,2.9512195121951166,-0.024390243902439046,0.4024390243902616
Golden State Warriors,Memphis Grizzlies,-0.02815853658536588,-1.8780487804878092,0.0,-7.914634146341427
Golden State Warriors,Miami Heat,-0.014292682926829392,1.9878048780487703,0.1341463414634146,3.1951219512195195
Golden State Warriors,Milwaukee Bucks,-0.03702439024390253,2.0121951219512155,0.0,-1.7195121951219363
Golden State Warriors,Minnesota Timberwolves,-0.018329268292683,1.0609756097560918,-0.012195121951219523,-0.5
Golden State Warriors,New Orleans Pelicans,-0.0008780487804878057,1.7682926829268268,0.3292682926829268,3.9634146341463605
Golden State Warriors,New York Knicks,-0.03508536585365851,2.731707317073159,-0.03658536585365857,-1.987804878048749
Golden State Warriors,Oklahoma City Thunder,-0.030487804878048697,0.5975609756097526,-0.24390243902439024,-6.707317073170714
Golden State Warriors,Orlando Magic,0.005756097560975615,3.5365853658536537,0.08536585365853655,8.365853658536608
Golden State Warriors,Philadelphia 76ers,-0.0032926829268293822,5.58536585365853,0.2926829268292683,4.182926829268311
Golden State Warriors,Phoenix Suns,-0.02712195121951222,2.8902439024390247,0.1463414634146341,0.17073170731708842
Golden State Warriors,Portland Trail Blazers,-9.75609756098117e-05,0.6097560975609753,0.1463414634146341,2.9024390243902616
Golden State Warriors,Sacramento Kings,-0.027475609756097696,1.1829268292682897,0.09756097560975607,-1.9390243902438726
Golden State Warriors,San Antonio Spurs,-0.014536585365853727,1.707317073170728,0.17073170731707316,-0.1341463414633921
Golden State Warriors,Toronto Raptors,-0.008109756097560927,0.2560975609756042,0.2195121951219512,2.926829268292707
Golden State Warriors,Utah Jazz,-0.004560975609756102,-0.03658536585366079,0.3780487804878049,1.9024390243902616
Golden State Warriors,Washington Wizards,0.012475609756097517,1.6829268292682897,0.36585365853658536,5.792682926829286
Houston Rockets,Indiana Pacers,-0.0332926829268293,6.634146341463413,0.024390243902439046,-3.073170731707293
Houston Rockets,Los Angeles Clippers,-0.027975609756097475,4.670731707317067,0.024390243902439046,1.4146341463414842
Houston Rockets,Los Angeles Lakers,-0.02454878048780479,6.036585365853654,0.024390243902439046,0.9024390243902616
Houston Rockets,Memphis Grizzlies,-0.02462195121951216,1.207317073170728,0.04878048780487809,-7.414634146341427
Houston Rockets,Miami Heat,-0.010756097560975675,5.073170731707307,0.18292682926829268,3.6951219512195195
