Rk,Gtm,Date,,Opp_team,Rslt,Tm_PTS,Opp_PTS,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,opp_FG,opp_FGA,opp_FG%,opp_3P,opp_3PA,opp_3P%,opp_2P,opp_2PA,opp_2P%,opp_eFG%,opp_FT,opp_FTA,opp_FT%,opp_ORB,opp_DRB,opp_TRB,opp_AST,opp_STL,opp_BLK,opp_TOV,opp_PF
40,40,2025-01-17,,DEN,L,113,133,,45,91,.495,9,33,.273,36,58,.621,.544,14,14,1.000,6,35,41,30,2,0,8,15,50,92,.543,16,33,.485,34,59,.576,.630,17,19,.895,7,34,41,35,5,1,6,10
41,41,2025-01-19,,SAS,W,128,107,,50,95,.526,18,33,.545,32,62,.516,.621,10,10,1.000,12,37,49,35,8,6,11,12,41,91,.451,15,40,.375,26,51,.510,.533,10,16,.625,13,31,44,28,4,5,15,9
42,42,2025-01-21,,POR,L,107,116,,41,93,.441,14,42,.333,27,51,.529,.516,11,12,.917,12,33,45,26,2,3,10,14,43,87,.494,15,43,.349,28,44,.636,.580,15,23,.652,11,36,47,25,3,5,8,13
43,43,2025-01-23,@,MIL,L,96,125,,34,92,.370,12,51,.235,22,41,.537,.435,16,21,.762,13,37,50,26,3,3,11,18,46,98,.469,18,40,.450,28,58,.483,.561,15,20,.750,11,44,55,32,5,6,7,14
44,44,2025-01-25,@,BRK,W,106,97,,35,79,.443,13,28,.464,22,51,.431,.525,23,24,.958,12,39,51,22,9,6,22,23,30,80,.375,14,40,.350,16,40,.400,.463,23,26,.885,8,27,35,23,11,5,15,21
45,45,2025-01-27,,ORL,W,125,119,2OT,48,92,.522,15,41,.366,33,51,.647,.603,14,21,.667,5,38,43,34,9,2,18,21,45,98,.459,14,39,.359,31,59,.525,.531,15,25,.600,12,35,47,32,9,4,15,19
46,46,2025-01-29,,CLE,L,106,126,,39,83,.470,15,43,.349,24,40,.600,.560,13,15,.867,6,29,35,27,4,4,14,5,54,100,.540,13,42,.310,41,58,.707,.605,5,6,.833,13,34,47,29,10,2,7,17
47,47,2025-02-01,@,SAS,W,105,103,,41,89,.461,13,42,.310,28,47,.596,.534,10,17,.588,12,40,52,30,7,5,14,15,38,91,.418,12,36,.333,26,55,.473,.484,15,21,.714,13,35,48,27,8,3,11,18
48,48,2025-02-04,@,CHI,L,124,133,,43,90,.478,17,44,.386,26,46,.565,.572,21,26,.808,11,33,44,29,4,3,14,17,48,91,.527,19,41,.463,29,50,.580,.632,18,22,.818,7,36,43,35,4,3,10,18
49,49,2025-02-05,@,PHI,W,108,101,,39,83,.470,14,34,.412,25,49,.510,.554,16,20,.800,13,41,54,25,3,4,22,13,37,96,.385,12,40,.300,25,56,.446,.448,15,20,.750,11,28,39,22,14,4,5,15
50,50,2025-02-07,@,BRK,L,86,102,,32,90,.356,12,40,.300,20,50,.400,.422,10,12,.833,11,28,39,23,9,5,14,19,39,93,.419,10,37,.270,29,56,.518,.473,14,18,.778,18,39,57,17,8,13,14,15
51,51,2025-02-10,,BOS,L,85,103,,31,92,.337,11,45,.244,20,47,.426,.397,12,13,.923,12,39,51,21,2,2,4,10,39,85,.459,17,53,.321,22,32,.688,.559,8,8,1.000,3,49,52,24,4,5,8,11
52,52,2025-02-12,@,OKC,L,101,115,,36,79,.456,11,34,.324,25,45,.556,.525,18,25,.720,10,35,45,24,7,5,16,17,43,88,.489,15,39,.385,28,49,.571,.574,14,20,.700,11,30,41,22,10,3,13,19
53,53,2025-02-13,@,DAL,L,113,118,,43,91,.473,10,36,.278,33,55,.600,.527,17,26,.654,16,26,42,23,9,4,13,14,46,90,.511,13,36,.361,33,54,.611,.583,13,16,.813,11,29,40,28,7,2,14,17
54,54,2025-02-21,@,TOR,W,120,111,OT,46,90,.511,13,36,.361,33,54,.611,.583,15,18,.833,8,36,44,20,8,3,14,22,38,91,.418,17,43,.395,21,48,.438,.511,18,23,.783,14,32,46,25,8,2,14,19
55,55,2025-02-23,@,MIL,L,113,120,,41,88,.466,9,31,.290,32,57,.561,.517,22,26,.846,10,36,46,25,3,3,11,22,44,86,.512,14,39,.359,30,47,.638,.593,18,22,.818,8,32,40,25,4,3,9,23
56,56,2025-02-24,@,ATL,L,86,98,,27,84,.321,7,40,.175,20,44,.455,.363,25,27,.926,14,31,45,15,8,4,18,9,40,88,.455,9,35,.257,31,53,.585,.506,9,12,.750,13,37,50,29,13,2,18,22
57,57,2025-02-26,,ATL,W,131,109,,45,76,.592,23,42,.548,22,34,.647,.743,18,22,.818,8,27,35,39,10,2,17,13,41,81,.506,12,32,.375,29,49,.592,.580,15,19,.789,9,24,33,29,6,3,17,15
58,58,2025-02-28,,IND,W,125,120,,48,84,.571,17,32,.531,31,52,.596,.673,12,13,.923,12,27,39,34,7,4,15,11,47,88,.534,21,39,.538,26,49,.531,.653,5,8,.625,9,21,30,35,10,3,10,11
59,59,2025-03-02,,NYK,L,112,116,OT,45,84,.536,11,35,.314,34,49,.694,.601,11,16,.688,3,31,34,29,5,6,13,16,46,95,.484,14,44,.318,32,51,.627,.558,10,15,.667,11,35,46,27,5,6,13,16
60,60,2025-03-03,,WAS,W,106,90,,39,82,.476,13,37,.351,26,45,.578,.555,15,18,.833,5,43,48,31,10,4,12,19,31,84,.369,10,35,.286,21,49,.429,.429,18,22,.818,7,36,43,22,8,0,13,17
61,61,2025-03-05,@,CLE,L,107,112,,36,83,.434,13,36,.361,23,47,.489,.512,22,25,.880,9,33,42,29,7,2,14,19,41,87,.471,14,40,.350,27,47,.574,.552,16,22,.727,10,37,47,26,7,4,13,19
62,62,2025-03-07,,MIN,L,104,106,,41,89,.461,14,34,.412,27,55,.491,.539,8,11,.727,7,34,41,29,7,2,9,16,40,81,.494,18,45,.400,22,36,.611,.605,8,14,.571,7,36,43,28,6,6,14,12
63,63,2025-03-08,,CHI,L,109,114,,41,97,.423,13,43,.302,28,54,.519,.490,14,19,.737,7,37,44,25,7,5,9,17,40,88,.455,11,42,.262,29,46,.630,.517,23,26,.885,5,46,51,27,6,4,10,14
64,64,2025-03-10,,CHO,L,102,105,,39,85,.459,10,31,.323,29,54,.537,.518,14,20,.700,11,35,46,24,7,3,16,15,36,86,.419,11,44,.250,25,42,.595,.483,22,23,.957,9,27,36,26,10,6,10,16
65,65,2025-03-12,,LAC,L,104,119,,40,84,.476,14,37,.378,26,47,.553,.560,10,14,.714,9,20,29,27,14,3,11,17,45,76,.592,13,27,.481,32,49,.653,.678,16,24,.667,11,34,45,24,7,0,18,10
66,66,2025-03-14,,BOS,L,91,103,,34,75,.453,13,34,.382,21,41,.512,.540,10,17,.588,7,31,38,18,10,4,18,12,36,83,.434,19,50,.380,17,33,.515,.548,12,13,.923,9,32,41,18,8,4,15,17
67,67,2025-03-15,@,MEM,L,91,125,,35,88,.398,9,37,.243,26,51,.510,.449,12,15,.800,10,27,37,24,6,4,14,16,51,92,.554,12,31,.387,39,61,.639,.620,11,12,.917,11,40,51,31,7,6,11,16
68,68,2025-03-17,@,NYK,L,95,116,,39,82,.476,6,23,.261,33,59,.559,.512,11,12,.917,9,30,39,23,9,6,21,11,47,95,.495,16,34,.471,31,61,.508,.579,6,6,1.000,13,28,41,30,12,6,14,14
69,69,2025-03-19,,DET,L,113,116,,44,90,.489,10,32,.313,34,58,.586,.544,15,18,.833,11,26,37,24,7,5,13,15,46,91,.505,9,23,.391,37,68,.544,.555,15,18,.833,13,34,47,25,4,10,13,20
70,70,2025-03-21,,HOU,L,98,102,,38,73,.521,10,24,.417,28,49,.571,.589,12,14,.857,5,29,34,25,8,5,21,16,39,84,.464,14,28,.500,25,56,.446,.548,10,21,.476,15,31,46,14,17,4,17,14
71,71,2025-03-23,,CHO,W,122,105,,47,82,.573,12,29,.414,35,53,.660,.646,16,20,.800,7,25,32,27,10,4,12,13,41,87,.471,11,33,.333,30,54,.556,.534,12,13,.923,12,28,40,24,5,4,20,15
72,72,2025-03-25,,GSW,W,112,86,,43,77,.558,17,25,.680,26,52,.500,.669,9,12,.750,8,34,42,26,8,5,18,15,33,83,.398,9,38,.237,24,45,.533,.452,11,16,.688,14,24,38,20,8,1,16,14
73,73,2025-03-27,,ATL,W,122,112,,44,82,.537,18,33,.545,26,49,.531,.646,16,20,.800,7,30,37,26,10,1,14,10,43,83,.518,18,41,.439,25,42,.595,.627,8,11,.727,6,30,36,27,10,2,16,11
74,74,2025-03-29,@,PHI,W,118,95,,44,93,.473,20,43,.465,24,50,.480,.581,10,13,.769,16,31,47,33,12,4,11,13,38,76,.500,13,32,.406,25,44,.568,.586,6,14,.429,6,31,37,28,7,7,18,15
75,75,2025-03-31,@,WAS,W,120,94,,47,93,.505,9,32,.281,38,61,.623,.554,17,24,.708,15,47,62,29,12,2,19,16,34,86,.395,13,43,.302,21,43,.488,.471,13,18,.722,5,34,39,22,14,4,18,20
76,76,2025-04-02,@,BOS,W,124,103,,43,83,.518,14,30,.467,29,53,.547,.602,24,27,.889,11,23,34,28,9,2,5,13,39,87,.448,12,43,.279,27,44,.614,.517,13,16,.813,19,24,43,24,3,6,13,17
77,77,2025-04-03,,MEM,L,108,110,,39,95,.411,14,33,.424,25,62,.403,.484,16,19,.842,15,32,47,24,11,8,11,21,40,85,.471,16,38,.421,24,47,.511,.565,14,17,.824,12,37,49,24,8,4,18,18
78,78,2025-04-05,,MIL,L,115,121,OT,43,102,.422,15,46,.326,28,56,.500,.495,14,16,.875,12,40,52,24,4,1,10,21,45,87,.517,8,24,.333,37,63,.587,.563,23,29,.793,3,44,47,29,6,3,9,17
79,79,2025-04-07,,PHI,W,117,105,,45,89,.506,16,36,.444,29,53,.547,.596,11,15,.733,10,37,47,26,7,6,13,17,38,88,.432,12,38,.316,26,50,.520,.500,17,25,.680,14,31,45,20,7,4,13,14
80,80,2025-04-09,@,CHI,L,111,119,,44,92,.478,12,33,.364,32,59,.542,.543,11,17,.647,11,28,39,28,11,3,13,10,46,89,.517,14,37,.378,32,52,.615,.596,13,13,1.000,10,36,46,33,8,7,16,14
81,81,2025-04-11,@,NOP,W,153,104,,58,104,.558,20,45,.444,38,59,.644,.654,17,22,.773,16,44,60,36,12,5,9,13,38,95,.400,14,37,.378,24,58,.414,.474,14,20,.700,12,30,42,27,6,2,15,16
82,82,2025-04-13,,WAS,L,118,119,,49,98,.500,10,32,.313,39,66,.591,.551,10,12,.833,9,37,46,28,8,6,8,12,46,90,.511,16,37,.432,30,53,.566,.600,11,17,.647,6,37,43,33,4,3,11,14
