Rk,Gtm,Date,,Opp_team,Rslt,Tm_PTS,Opp_PTS,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,opp_FG,opp_FGA,opp_FG%,opp_3P,opp_3PA,opp_3P%,opp_2P,opp_2PA,opp_2P%,opp_eFG%,opp_FT,opp_FTA,opp_FT%,opp_ORB,opp_DRB,opp_TRB,opp_AST,opp_STL,opp_BLK,opp_TOV,opp_PF
54,54,2025-02-20,,LAC,W,116,110,,38,80,.475,17,43,.395,21,37,.568,.581,23,27,.852,8,33,41,22,5,5,18,18,41,88,.466,12,30,.400,29,58,.500,.534,16,19,.842,11,32,43,28,14,7,14,27
55,55,2025-02-21,@,WAS,W,104,101,,39,82,.476,9,32,.281,30,50,.600,.530,17,26,.654,8,36,44,24,11,6,17,24,35,87,.402,12,39,.308,23,48,.479,.471,19,27,.704,8,34,42,25,9,4,14,21
56,56,2025-02-23,,MIA,W,120,113,,44,86,.512,14,39,.359,30,47,.638,.593,18,22,.818,8,32,40,25,4,3,9,23,41,88,.466,9,31,.290,32,57,.561,.517,22,26,.846,10,36,46,25,3,3,11,22
57,57,2025-02-25,@,HOU,L,97,100,,34,85,.400,12,37,.324,22,48,.458,.471,17,23,.739,4,33,37,19,11,5,15,13,37,91,.407,12,35,.343,25,56,.446,.473,14,18,.778,16,37,53,18,6,9,17,17
58,58,2025-02-27,,DEN,W,121,112,,42,90,.467,14,34,.412,28,56,.500,.544,23,28,.821,7,41,48,25,8,4,11,11,47,105,.448,9,34,.265,38,71,.535,.490,9,11,.818,14,41,55,28,8,2,13,17
59,59,2025-03-01,@,DAL,W,132,117,,44,87,.506,13,39,.333,31,48,.646,.580,31,35,.886,14,38,52,33,6,6,13,19,43,91,.473,11,40,.275,32,51,.627,.533,20,25,.800,8,25,33,25,7,1,11,23
60,60,2025-03-04,@,ATL,W,127,121,,49,96,.510,11,37,.297,38,59,.644,.568,18,23,.783,9,42,51,27,8,1,15,13,46,101,.455,16,41,.390,30,60,.500,.535,13,17,.765,11,36,47,33,10,6,12,21
61,61,2025-03-05,,DAL,W,137,107,,52,89,.584,16,35,.457,36,54,.667,.674,17,19,.895,8,47,55,29,6,4,17,9,45,98,.459,13,39,.333,32,59,.542,.526,4,10,.400,5,25,30,30,13,3,10,13
62,62,2025-03-08,,ORL,L,109,111,,41,75,.547,11,23,.478,30,52,.577,.620,16,23,.696,4,34,38,17,8,4,13,18,42,82,.512,12,32,.375,30,50,.600,.585,15,19,.789,5,29,34,19,5,5,10,24
63,63,2025-03-09,,CLE,L,100,112,,39,91,.429,9,31,.290,30,60,.500,.478,13,18,.722,15,35,50,17,9,2,18,15,39,88,.443,19,47,.404,20,41,.488,.551,15,19,.789,13,31,44,25,11,2,15,15
64,64,2025-03-11,@,IND,L,114,115,,43,84,.512,14,36,.389,29,48,.604,.595,14,19,.737,6,38,44,32,4,2,15,19,44,87,.506,13,39,.333,31,48,.646,.580,14,18,.778,5,33,38,30,11,3,10,20
65,65,2025-03-13,,LAL,W,126,106,,41,86,.477,17,40,.425,24,46,.522,.576,27,33,.818,7,41,48,30,9,8,12,21,38,87,.437,15,40,.375,23,47,.489,.523,15,18,.833,5,33,38,18,3,4,14,23
66,66,2025-03-15,,IND,W,126,119,,43,79,.544,15,37,.405,28,42,.667,.639,25,26,.962,7,38,45,28,9,4,17,16,46,96,.479,17,43,.395,29,53,.547,.568,10,13,.769,10,22,32,29,9,4,12,15
67,67,2025-03-16,,OKC,L,105,121,,33,83,.398,13,34,.382,20,49,.408,.476,26,33,.788,9,25,34,21,7,8,9,23,46,89,.517,10,29,.345,36,60,.600,.573,19,25,.760,8,42,50,30,3,3,10,20
68,68,2025-03-18,@,GSW,L,93,104,,31,79,.392,12,38,.316,19,41,.463,.468,19,27,.704,4,30,34,19,9,4,10,15,32,77,.416,17,44,.386,15,33,.455,.526,23,26,.885,9,43,52,25,7,6,19,24
69,69,2025-03-20,@,LAL,W,118,89,,40,84,.476,11,35,.314,29,49,.592,.542,27,34,.794,10,31,41,24,12,4,9,14,34,82,.415,11,32,.344,23,50,.460,.482,10,16,.625,14,36,50,26,5,4,22,25
70,70,2025-03-22,@,SAC,W,114,108,,44,84,.524,13,31,.419,31,53,.585,.601,13,20,.650,11,31,42,22,6,3,10,17,41,91,.451,9,38,.237,32,53,.604,.500,17,22,.773,14,30,44,21,4,2,8,17
71,71,2025-03-24,@,PHO,L,106,108,,37,83,.446,12,39,.308,25,44,.568,.518,20,29,.690,9,27,36,24,12,0,7,16,39,82,.476,14,36,.389,25,46,.543,.561,16,18,.889,14,38,52,25,2,4,16,21
72,72,2025-03-26,@,DEN,L,117,127,,46,89,.517,16,37,.432,30,52,.577,.607,9,13,.692,8,31,39,30,4,6,11,14,49,90,.544,16,37,.432,33,53,.623,.633,13,22,.591,8,38,46,36,6,4,10,12
73,73,2025-03-28,,NYK,L,107,116,,41,75,.547,13,33,.394,28,42,.667,.633,12,19,.632,3,29,32,24,2,3,16,14,45,93,.484,12,33,.364,33,60,.550,.548,14,16,.875,14,30,44,28,12,1,9,14
74,74,2025-03-30,,ATL,L,124,145,,39,82,.476,12,35,.343,27,47,.574,.549,34,43,.791,6,30,36,21,5,2,14,24,50,94,.532,17,48,.354,33,46,.717,.622,28,35,.800,15,31,46,36,10,2,9,29
75,75,2025-04-01,,PHO,W,133,123,,51,74,.689,17,29,.586,34,45,.756,.804,14,15,.933,3,26,29,32,6,5,20,22,44,92,.478,18,45,.400,26,47,.553,.576,17,21,.810,15,18,33,26,6,0,14,19
76,76,2025-04-03,@,PHI,W,126,113,,46,82,.561,16,31,.516,30,51,.588,.659,18,27,.667,8,32,40,32,7,7,11,14,43,89,.483,12,39,.308,31,50,.620,.551,15,19,.789,11,29,40,30,8,4,15,18
77,77,2025-04-05,@,MIA,W,121,115,OT,45,87,.517,8,24,.333,37,63,.587,.563,23,29,.793,3,44,47,29,6,3,9,17,43,102,.422,15,46,.326,28,56,.500,.495,14,16,.875,12,40,52,24,4,1,10,21
78,78,2025-04-06,@,NOP,W,111,107,,43,92,.467,11,32,.344,32,60,.533,.527,14,22,.636,10,41,51,29,10,4,7,14,43,95,.453,12,33,.364,31,62,.500,.516,9,14,.643,9,39,48,31,4,6,12,14
79,79,2025-04-08,,MIN,W,110,103,,40,84,.476,12,36,.333,28,48,.583,.548,18,25,.720,11,32,43,27,8,2,12,15,41,89,.461,13,40,.325,28,49,.571,.534,8,9,.889,10,32,42,25,4,3,14,20
80,80,2025-04-10,,NOP,W,136,111,,49,90,.544,18,45,.400,31,45,.689,.644,20,30,.667,7,36,43,27,13,4,12,17,41,96,.427,15,47,.319,26,49,.531,.505,14,19,.737,15,38,53,28,8,0,16,21
81,81,2025-04-11,@,DET,W,125,119,,43,94,.457,17,39,.436,26,55,.473,.548,22,27,.815,8,36,44,30,7,8,7,17,46,93,.495,18,39,.462,28,54,.519,.591,9,18,.500,8,34,42,30,1,9,11,19
82,82,2025-04-13,,DET,W,140,133,OT,50,86,.581,23,44,.523,27,42,.643,.715,17,22,.773,6,32,38,30,5,7,21,17,51,107,.477,22,59,.373,29,48,.604,.579,9,14,.643,14,28,42,35,9,3,13,19
