Rk,Gtm,Date,,Opp_team,Rslt,Tm_PTS,Opp_PTS,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,opp_FG,opp_FGA,opp_FG%,opp_3P,opp_3PA,opp_3P%,opp_2P,opp_2PA,opp_2P%,opp_eFG%,opp_FT,opp_FTA,opp_FT%,opp_ORB,opp_DRB,opp_TRB,opp_AST,opp_STL,opp_BLK,opp_TOV,opp_PF
63,63,2025-03-07,@,TOR,L,109,118,,39,84,.464,8,31,.258,31,53,.585,.512,23,39,.590,19,37,56,21,5,10,25,18,40,104,.385,14,46,.304,26,58,.448,.452,24,28,.857,22,26,48,27,13,5,10,29
64,64,2025-03-09,@,PHI,L,122,126,,39,93,.419,18,46,.391,21,47,.447,.516,26,31,.839,10,34,44,25,12,4,18,21,43,96,.448,16,47,.340,27,49,.551,.531,24,25,.960,14,36,50,27,11,9,18,23
65,65,2025-03-10,@,BOS,L,108,114,,43,95,.453,13,38,.342,30,57,.526,.521,9,12,.750,14,34,48,29,3,4,12,13,40,93,.430,18,53,.340,22,40,.550,.527,16,18,.889,12,35,47,28,11,8,9,12
66,66,2025-03-12,@,MEM,L,115,122,,42,90,.467,12,34,.353,30,56,.536,.533,19,28,.679,17,43,60,24,6,8,23,17,43,94,.457,20,44,.455,23,50,.460,.564,16,21,.762,5,34,39,30,15,6,9,21
67,67,2025-03-14,,TOR,L,118,126,,39,89,.438,16,38,.421,23,51,.451,.528,24,31,.774,6,29,35,23,12,2,17,25,44,91,.484,12,32,.375,32,59,.542,.549,26,35,.743,10,41,51,28,9,6,15,26
68,68,2025-03-16,@,MIN,L,102,128,,39,90,.433,12,38,.316,27,52,.519,.500,12,15,.800,10,34,44,23,4,0,22,20,48,97,.495,14,43,.326,34,54,.630,.567,18,26,.692,16,33,49,30,14,6,10,16
69,69,2025-03-17,,CHI,L,97,111,,35,86,.407,9,42,.214,26,44,.591,.459,18,22,.818,4,44,48,20,4,4,17,19,42,97,.433,14,45,.311,28,52,.538,.505,13,16,.813,9,40,49,29,12,3,11,14
70,70,2025-03-19,,WAS,W,128,112,,50,89,.562,17,42,.405,33,47,.702,.657,11,18,.611,9,33,42,30,7,1,17,16,43,93,.462,12,45,.267,31,48,.646,.527,14,18,.778,13,24,37,30,12,4,14,13
71,71,2025-03-21,,BOS,L,99,121,,38,84,.452,14,35,.400,24,49,.490,.536,9,12,.750,9,29,38,24,7,2,17,17,45,97,.464,17,51,.333,28,46,.609,.552,14,16,.875,16,32,48,27,13,4,11,15
72,72,2025-03-23,,CLE,L,91,120,,32,89,.360,16,50,.320,16,39,.410,.449,11,18,.611,13,39,52,25,4,5,21,24,44,96,.458,11,48,.229,33,48,.688,.516,21,31,.677,14,37,51,28,9,7,7,16
73,73,2025-03-25,,MEM,L,103,140,,34,78,.436,17,42,.405,17,36,.472,.545,18,22,.818,4,24,28,24,6,3,14,16,52,98,.531,20,45,.444,32,53,.604,.633,16,18,.889,17,35,52,38,7,4,9,21
74,74,2025-03-27,,HOU,L,110,121,,43,79,.544,11,23,.478,32,56,.571,.614,13,17,.765,3,30,33,29,5,5,16,20,47,102,.461,12,37,.324,35,65,.538,.520,15,19,.789,18,33,51,26,7,5,9,14
75,75,2025-03-28,@,DEN,L,93,129,,33,93,.355,7,40,.175,26,53,.491,.392,20,24,.833,14,28,42,21,10,0,18,19,48,83,.578,11,29,.379,37,54,.685,.645,22,28,.786,9,36,45,38,12,13,18,16
76,76,2025-03-31,@,CHO,L,106,110,,39,96,.406,14,52,.269,25,44,.568,.479,14,15,.933,14,27,41,25,13,2,10,15,43,80,.538,15,38,.395,28,42,.667,.631,9,14,.643,10,37,47,33,3,5,18,14
77,77,2025-04-02,@,HOU,L,105,143,,40,94,.426,10,40,.250,30,54,.556,.479,15,23,.652,10,29,39,25,7,6,10,14,56,104,.538,19,45,.422,37,59,.627,.630,12,19,.632,18,45,63,30,4,6,10,18
78,78,2025-04-04,@,IND,L,112,140,,39,104,.375,16,52,.308,23,52,.442,.452,18,21,.857,19,33,52,21,5,1,13,24,51,89,.573,12,32,.375,39,57,.684,.640,26,38,.684,11,40,51,38,8,17,7,17
79,79,2025-04-06,@,ATL,L,134,147,,45,87,.517,20,47,.426,25,40,.625,.632,24,28,.857,7,25,32,29,10,4,10,18,54,95,.568,22,41,.537,32,54,.593,.684,17,20,.850,11,31,42,43,7,3,12,19
80,80,2025-04-09,,POR,W,133,126,OT,50,98,.510,15,36,.417,35,62,.565,.587,18,22,.818,16,40,56,27,14,4,24,26,48,104,.462,11,45,.244,37,59,.627,.514,19,28,.679,14,29,43,27,13,5,17,23
81,81,2025-04-11,,OKC,L,111,145,,39,103,.379,17,63,.270,22,40,.550,.461,16,20,.800,19,38,57,23,7,3,16,14,56,100,.560,24,53,.453,32,47,.681,.680,9,13,.692,5,42,47,41,12,4,10,17
82,82,2025-04-13,@,MIN,L,105,116,,40,89,.449,16,42,.381,24,47,.511,.539,9,11,.818,9,31,40,24,6,5,14,15,46,98,.469,13,43,.302,33,55,.600,.536,11,16,.688,17,37,54,23,9,9,13,16
