Rk,Gtm,Date,,Opp_team,Rslt,Tm_PTS,Opp_PTS,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,opp_FG,opp_FGA,opp_FG%,opp_3P,opp_3PA,opp_3P%,opp_2P,opp_2PA,opp_2P%,opp_eFG%,opp_FT,opp_FTA,opp_FT%,opp_ORB,opp_DRB,opp_TRB,opp_AST,opp_STL,opp_BLK,opp_TOV,opp_PF
59,59,2025-02-26,@,IND,L,91,111,,37,87,.425,6,27,.222,31,60,.517,.460,11,16,.688,11,29,40,23,8,2,21,15,43,81,.531,15,37,.405,28,44,.636,.623,10,16,.625,4,37,41,28,10,7,20,18
60,60,2025-02-28,@,CHI,L,115,125,OT,43,103,.417,13,37,.351,30,66,.455,.481,16,20,.800,16,35,51,30,4,3,17,21,45,101,.446,13,49,.265,32,52,.615,.510,22,25,.880,10,35,45,32,11,4,15,16
61,61,2025-03-02,@,ORL,W,104,102,,37,80,.463,7,22,.318,30,58,.517,.506,23,30,.767,12,28,40,22,8,4,15,33,30,67,.448,7,21,.333,23,46,.500,.500,35,42,.833,7,28,35,17,3,5,14,26
62,62,2025-03-04,@,ORL,W,114,113,,38,80,.475,12,30,.400,26,50,.520,.550,26,35,.743,13,35,48,28,7,8,20,25,40,83,.482,15,36,.417,25,47,.532,.572,18,23,.783,7,28,35,28,12,5,14,27
63,63,2025-03-07,,UTA,W,118,109,,40,104,.385,14,46,.304,26,58,.448,.452,24,28,.857,22,26,48,27,13,5,10,29,39,84,.464,8,31,.258,31,53,.585,.512,23,39,.590,19,37,56,21,5,10,25,18
64,64,2025-03-08,,WAS,L,117,118,,40,95,.421,10,26,.385,30,69,.435,.474,27,30,.900,22,27,49,24,11,6,15,17,44,100,.440,13,38,.342,31,62,.500,.505,17,23,.739,22,28,50,29,12,7,16,18
65,65,2025-03-10,,WAS,W,119,104,,43,109,.394,16,49,.327,27,60,.450,.468,17,29,.586,28,45,73,26,3,2,9,18,38,105,.362,16,55,.291,22,50,.440,.438,12,15,.800,16,38,54,25,5,12,8,20
66,66,2025-03-12,,PHI,W,118,105,,44,100,.440,16,40,.400,28,60,.467,.520,14,18,.778,17,42,59,33,7,5,22,17,41,96,.427,7,35,.200,34,61,.557,.464,16,22,.727,10,30,40,19,13,11,9,20
67,67,2025-03-14,@,UTA,W,126,118,,44,91,.484,12,32,.375,32,59,.542,.549,26,35,.743,10,41,51,28,9,6,15,26,39,89,.438,16,38,.421,23,51,.451,.528,24,31,.774,6,29,35,23,12,2,17,25
68,68,2025-03-16,@,POR,L,102,105,,38,94,.404,10,31,.323,28,63,.444,.457,16,20,.800,19,28,47,29,12,0,18,22,36,88,.409,18,50,.360,18,38,.474,.511,15,18,.833,19,32,51,21,10,7,22,20
69,69,2025-03-17,@,PHO,L,89,129,,31,87,.356,10,35,.286,21,52,.404,.414,17,23,.739,12,28,40,20,4,2,12,15,47,92,.511,20,39,.513,27,53,.509,.620,15,15,1.000,12,42,54,34,7,4,10,21
70,70,2025-03-20,@,GSW,L,114,117,,44,78,.564,11,26,.423,33,52,.635,.635,15,19,.789,7,37,44,32,7,4,23,24,38,90,.422,19,47,.404,19,43,.442,.528,22,28,.786,11,27,38,30,13,5,15,15
71,71,2025-03-23,,SAS,L,89,123,,35,92,.380,10,39,.256,25,53,.472,.435,9,13,.692,16,30,46,27,8,3,22,21,41,86,.477,14,43,.326,27,43,.628,.558,27,32,.844,13,33,46,27,15,6,14,14
72,72,2025-03-24,@,WAS,W,112,104,,41,101,.406,10,36,.278,31,65,.477,.455,20,27,.741,17,43,60,28,11,6,12,23,35,87,.402,11,37,.297,24,50,.480,.466,23,34,.676,9,39,48,24,8,9,17,19
